state,pollster,number.of.observations,start.date,end.date,obama,mccain,other,undecided,mode,population
NE,Rasmussen,500.00,5/15/08,5/18/08,39,50,7.7,3.3,Live Phone,Registered Voters
NE,SurveyUSA,600.00,5/29/08,6/1/08,40,49,7.7,3.3,Live Phone,Registered Voters
NE,Rasmussen,500.00,6/22/08,6/25/08,36,52,8.4,3.6,Live Phone,Registered Voters
NE,Rasmussen,500.00,7/27/08,7/30/08,32,50,12.6,5.4,Live Phone,Registered Voters
NE,American Research,600.00,9/15/08,9/18/08,34,60,4.2,1.8,Live Phone,Registered Voters
NE,Rasmussen,500.00,9/29/08,10/2/08,37,56,4.9,2.1,Live Phone,Registered Voters
NH,Rasmussen,500.00,2/8/08,2/11/08,49,36,10.5,4.5,Live Phone,Registered Voters
NH,Rasmussen,500.00,3/14/08,3/17/08,43,46,7.7,3.3,Live Phone,Registered Voters
NH,Rasmussen,500.00,4/28/08,5/1/08,41,51,5.6,2.4,Live Phone,Registered Voters
NH,Rasmussen,500.00,5/20/08,5/23/08,48,43,6.3,2.7,Live Phone,Registered Voters
NH,American Research Group,600.00,6/14/08,6/17/08,51,39,7,3,Live Phone,Registered Voters
NH,University of NH,467.00,7/17/08,7/20/08,46,43,7.7,3.3,Live Phone,Registered Voters
NH,American Research Group,600.00,7/18/08,7/21/08,47,45,5.6,2.4,Live Phone,Registered Voters
NH,Rasmussen,500.00,7/21/08,7/24/08,47,41,8.4,3.6,Live Phone,Registered Voters
NH,American Research Group,600.00,8/17/08,8/20/08,46,45,6.3,2.7,Live Phone,Registered Voters
NH,Rasmussen,500.00,8/17/08,8/20/08,43,42,10.5,4.5,Live Phone,Registered Voters
NH,Zogby,366.00,8/19/08,8/22/08,38,42,14,6,Live Phone,Registered Voters
NH,CNN/Time,899.00,9/7/08,9/10/08,51,45,2.8,1.2,Live Phone,Registered Voters
NH,American Research Group,600.00,9/15/08,9/18/08,45,48,4.9,2.1,Live Phone,Registered Voters
NH,Rasmussen,700.00,9/21/08,9/24/08,47,49,2.8,1.2,Live Phone,Registered Voters
NH,Research 2000,600.00,9/23/08,9/26/08,48,44,5.6,2.4,Live Phone,Registered Voters
NH,Strategic Vision,800.00,9/23/08,9/26/08,46,45,6.3,2.7,Live Phone,Registered Voters
NH,Suffolk Univ.,600.00,9/23/08,9/26/08,46,45,6.3,2.7,Live Phone,Registered Voters
NH,Rasmussen,700.00,9/29/08,10/2/08,53,43,2.8,1.2,Live Phone,Registered Voters
NH,St. Anselm College,832.00,10/1/08,10/4/08,49,37,9.8,4.2,Live Phone,Registered Voters
NH,CNN/Time,813.00,10/3/08,10/6/08,53,45,1.4,0.6,Live Phone,Registered Voters
NH,SurveyUSA,647.00,10/3/08,10/6/08,53,40,4.9,2.1,Live Phone,Registered Voters
NH,American Research Group,600.00,10/6/08,10/9/08,52,43,3.5,1.5,Live Phone,Registered Voters
NH,Research 2000,600.00,10/18/08,10/21/08,50,43,4.9,2.1,Live Phone,Registered Voters
NH,Rasmussen,700.00,10/21/08,10/24/08,50,46,2.8,1.2,Live Phone,Registered Voters
NH,Boston Globe,725.00,10/23/08,10/26/08,54,39,4.9,2.1,Live Phone,Registered Voters
NH,AP-GfK Battleground,758.00,10/26/08,10/29/08,55,37,5.6,2.4,Live Phone,Registered Voters
NH,Marist,655.00,10/26/08,10/29/08,50,45,3.5,1.5,Live Phone,Registered Voters
NH,American Research Group,600.00,10/28/08,10/31/08,56,41,2.1,0.9,Live Phone,Registered Voters
NH,Rasmussen,700.00,10/28/08,10/31/08,51,44,3.5,1.5,Live Phone,Registered Voters
NH,Strategic Vision,800.00,10/28/08,10/31/08,50,41,6.3,2.7,Live Phone,Registered Voters
NH,SurveyUSA,682.00,10/28/08,10/31/08,53,42,3.5,1.5,Live Phone,Registered Voters
NH,Research 2000,600.00,10/29/08,11/1/08,51,44,3.5,1.5,Live Phone,Registered Voters
NJ,Quinnipiac,1803.00,2/18/08,2/21/08,46,39,10.5,4.5,Live Phone,Registered Voters
NJ,Rasmussen,500.00,2/24/08,2/27/08,43,45,8.4,3.6,Live Phone,Registered Voters
NJ,Fairleigh Dickinson,800.00,3/27/08,3/30/08,47,42,7.7,3.3,Live Phone,Registered Voters
NJ,Rasmussen,500.00,6/3/08,6/6/08,48,39,9.1,3.9,Live Phone,Registered Voters
NJ,Quinnipiac,1473.00,6/9/08,6/12/08,45,39,11.2,4.8,Live Phone,Registered Voters
NJ,Fairleigh Dickinson,702.00,6/24/08,6/27/08,49,33,12.6,5.4,Live Phone,Registered Voters
NJ,Rasmussen,500.00,7/6/08,7/9/08,44,39,11.9,5.1,Live Phone,Registered Voters
NJ,Strategic Vision,800.00,7/10/08,7/13/08,47,38,10.5,4.5,Live Phone,Registered Voters
NJ,Monmouth Univ.,698.00,7/18/08,7/21/08,50,36,9.8,4.2,Live Phone,Registered Voters
NJ,Rasmussen,500.00,8/3/08,8/6/08,48,40,8.4,3.6,Live Phone,Registered Voters
NJ,Quinnipiac,1468.00,8/10/08,8/13/08,51,41,5.6,2.4,Live Phone,Registered Voters
NJ,Fairleigh Dickinson,872.00,9/6/08,9/9/08,47,41,8.4,3.6,Live Phone,Registered Voters
NJ,Bergen Record,600.00,9/11/08,9/14/08,50,41,6.3,2.7,Live Phone,Registered Voters
NJ,Monmouth Univ.,589.00,9/13/08,9/16/08,49,41,7,3,Live Phone,Registered Voters
NJ,Quinnipiac,1187.00,9/13/08,9/16/08,48,45,4.9,2.1,Live Phone,Registered Voters
NJ,Rasmussen,500.00,9/15/08,9/18/08,55,42,2.1,0.9,Live Phone,Registered Voters
NJ,Strategic Vision,800.00,9/16/08,9/19/08,47,43,7,3,Live Phone,Registered Voters
NJ,American Research,600.00,9/19/08,9/22/08,51,42,4.9,2.1,Live Phone,Registered Voters
NJ,Strategic Vision,800.00,9/28/08,10/1/08,48,39,9.1,3.9,Live Phone,Registered Voters
NJ,Rasmussen,500.00,10/6/08,10/9/08,50,42,5.6,2.4,Live Phone,Registered Voters
NJ,SurveyUSA,551.00,10/10/08,10/13/08,55,40,3.5,1.5,Live Phone,Registered Voters
NJ,Monmouth Univ.,723.00,10/18/08,10/21/08,55,38,4.9,2.1,Live Phone,Registered Voters
NJ,Quinnipiac,1184.00,10/18/08,10/21/08,59,36,3.5,1.5,Live Phone,Registered Voters
NJ,Strategic Vision,800.00,10/25/08,10/28/08,53,38,6.3,2.7,Live Phone,Registered Voters
NJ,Marist,628.00,10/26/08,10/29/08,56,39,3.5,1.5,Live Phone,Registered Voters
NJ,Research 2000,600.00,10/27/08,10/30/08,54,38,5.6,2.4,Live Phone,Registered Voters
NJ,Fairleigh-Dickinson,852.00,10/28/08,10/31/08,53,35,8.4,3.6,Live Phone,Registered Voters
NJ,Rasmussen,500.00,10/31/08,11/3/08,57,42,0.7,0.3,Live Phone,Registered Voters
NM,SurveyUSA,501.00,1/20/08,1/23/08,41,50,6.3,2.7,Live Phone,Registered Voters
NM,Rasmussen,500.00,2/15/08,2/18/08,44,44,8.4,3.6,Live Phone,Registered Voters
NM,SurveyUSA,506.00,2/19/08,2/22/08,55,40,3.5,1.5,Live Phone,Registered Voters
NM,SurveyUSA,520.00,3/17/08,3/20/08,51,45,2.8,1.2,Live Phone,Registered Voters
NM,SurveyUSA,490.00,4/14/08,4/17/08,44,50,4.2,1.8,Live Phone,Registered Voters
NM,Rasmussen,500.00,5/14/08,5/17/08,50,41,6.3,2.7,Live Phone,Registered Voters
NM,Rasmussen,500.00,6/20/08,6/23/08,47,39,9.8,4.2,Live Phone,Registered Voters
NM,SurveyUSA,539.00,6/21/08,6/24/08,49,46,3.5,1.5,Live Phone,Registered Voters
NM,Rasmussen,500.00,7/22/08,7/25/08,46,41,9.1,3.9,Live Phone,Registered Voters
NM,Rasmussen,500.00,8/18/08,8/21/08,47,41,8.4,3.6,Live Phone,Registered Voters
NM,Zogby,495.00,8/19/08,8/22/08,46,37,11.9,5.1,Live Phone,Registered Voters
NM,Mason-Dixon,400.00,8/21/08,8/24/08,41,45,9.8,4.2,Live Phone,Registered Voters
NM,Rasmussen,500.00,9/7/08,9/10/08,47,49,2.8,1.2,Live Phone,Registered Voters
NM,American Research,600.00,9/14/08,9/17/08,51,44,3.5,1.5,Live Phone,Registered Voters
NM,SurveyUSA,671.00,9/14/08,9/17/08,52,44,2.8,1.2,Live Phone,Registered Voters
NM,Public Policy,1037.00,9/19/08,9/22/08,53,42,3.5,1.5,Live Phone,Registered Voters
NM,SurveyUSA,698.00,9/28/08,10/1/08,52,44,2.8,1.2,Live Phone,Registered Voters
NM,Rasmussen,700.00,9/29/08,10/2/08,49,44,4.9,2.1,Live Phone,Registered Voters
NM,Albuquerque Journal,659.00,10/3/08,10/6/08,45,40,10.5,4.5,Live Phone,Registered Voters
NM,SurveyUSA,568.00,10/11/08,10/14/08,52,45,2.1,0.9,Live Phone,Registered Voters
NM,Rasmussen,700.00,10/12/08,10/15/08,55,42,2.1,0.9,Live Phone,Registered Voters
NM,Rasmussen,500.00,10/26/08,10/29/08,54,44,1.4,0.6,Live Phone,Registered Voters
NM,Public Policy,1537.00,10/28/08,10/31/08,58,41,0.7,0.3,Live Phone,Registered Voters
NM,SurveyUSA,664.00,10/29/08,11/1/08,52,45,2.1,0.9,Live Phone,Registered Voters
NV,Rasmussen,500.00,2/9/08,2/12/08,50,38,8.4,3.6,Live Phone,Registered Voters
NV,Rasmussen,500.00,3/16/08,3/19/08,45,41,9.8,4.2,Live Phone,Registered Voters
NV,Rasmussen,500.00,4/20/08,4/23/08,43,48,6.3,2.7,Live Phone,Registered Voters
NV,Rasmussen,500.00,5/18/08,5/21/08,40,46,9.8,4.2,Live Phone,Registered Voters
NV,Las Vegas Review-Journal,625.00,6/8/08,6/11/08,42,44,9.8,4.2,Live Phone,Registered Voters
NV,Rasmussen,500.00,6/17/08,6/20/08,42,45,9.1,3.9,Live Phone,Registered Voters
NV,Rasmussen,500.00,7/14/08,7/17/08,42,40,12.6,5.4,Live Phone,Registered Voters
NV,Rasmussen,500.00,8/10/08,8/13/08,42,45,9.1,3.9,Live Phone,Registered Voters
NV,Research 2000,600.00,8/17/08,8/20/08,44,43,9.1,3.9,Live Phone,Registered Voters
NV,Zogby,506.00,8/19/08,8/22/08,39,38,16.1,6.9,Live Phone,Registered Voters
NV,Rasmussen,500.00,9/10/08,9/13/08,46,49,3.5,1.5,Live Phone,Registered Voters
NV,Rasmussen,700.00,9/10/08,9/13/08,51,47,1.4,0.6,Live Phone,Registered Voters
NV,American Research,600.00,9/14/08,9/17/08,46,49,3.5,1.5,Live Phone,Registered Voters
NV,American Research,600.00,9/27/08,9/30/08,47,49,2.8,1.2,Live Phone,Registered Voters
NV,CNN/Time,684.00,9/28/08,10/1/08,51,47,1.4,0.6,Live Phone,Registered Voters
NV,Research 2000,600.00,10/5/08,10/8/08,50,43,4.9,2.1,Live Phone,Registered Voters
NV,Mason-Dixon,625.00,10/9/08,10/12/08,47,45,5.6,2.4,Live Phone,Registered Voters
NV,Rasmussen,700.00,10/14/08,10/17/08,50,45,3.5,1.5,Live Phone,Registered Voters
NV,CNN/Time,700.00,10/19/08,10/22/08,51,46,2.1,0.9,Live Phone,Registered Voters
NV,Reuters/Zogby,601.00,10/24/08,10/27/08,48,44,5.6,2.4,Live Phone,Registered Voters
NV,Rasmussen,700.00,10/25/08,10/28/08,50,46,2.8,1.2,Live Phone,Registered Voters
NV,AP-GfK Battleground,818.00,10/26/08,10/29/08,52,40,5.6,2.4,Live Phone,Registered Voters
NV,CNN/Time,684.00,10/27/08,10/30/08,52,45,2.1,0.9,Live Phone,Registered Voters
NV,Research 2000,600.00,10/27/08,10/30/08,50,45,3.5,1.5,Live Phone,Registered Voters
NV,Mason-Dixon,625.00,10/30/08,11/2/08,47,43,7,3,Live Phone,Registered Voters
NV,Public Policy,1243.00,10/31/08,11/3/08,51,47,1.4,0.6,Live Phone,Registered Voters
NV,Reuters/Zogby,601.00,10/31/08,11/3/08,51,43,4.2,1.8,Live Phone,Registered Voters
NY,SurveyUSA,516.00,1/20/08,1/23/08,49,43,5.6,2.4,Live Phone,Registered Voters
NY,SurveyUSA,519.00,2/18/08,2/21/08,57,36,4.9,2.1,Live Phone,Registered Voters
NY,SurveyUSA,507.00,3/17/08,3/20/08,52,44,2.8,1.2,Live Phone,Registered Voters
NY,Quinnipiac,1528.00,3/18/08,3/21/08,49,38,9.1,3.9,Live Phone,Registered Voters
NY,Quinnipiac,1257.00,4/14/08,4/17/08,47,39,9.8,4.2,Live Phone,Registered Voters
NY,Rasmussen,500.00,4/29/08,5/2/08,52,35,9.1,3.9,Live Phone,Registered Voters
NY,New York Times,931.00,6/8/08,6/11/08,51,32,11.9,5.1,Live Phone,Registered Voters
NY,Quinnipiac,1388.00,6/8/08,6/11/08,50,36,9.8,4.2,Live Phone,Registered Voters
NY,SurveyUSA,531.00,6/28/08,7/1/08,57,37,4.2,1.8,Live Phone,Registered Voters
NY,Siena College,626.00,7/7/08,7/10/08,50,37,9.1,3.9,Live Phone,Registered Voters
NY,Quinnipiac,1353.00,8/3/08,8/6/08,57,36,4.9,2.1,Live Phone,Registered Voters
NY,Rasmussen,500.00,8/3/08,8/6/08,52,32,11.2,4.8,Live Phone,Registered Voters
NY,Siena College,627.00,8/15/08,8/18/08,47,39,9.8,4.2,Live Phone,Registered Voters
NY,Siena College,626.00,9/12/08,9/15/08,46,41,9.1,3.9,Live Phone,Registered Voters
NY,Rasmussen,500.00,9/13/08,9/16/08,55,42,2.1,0.9,Live Phone,Registered Voters
NY,American Research,600.00,9/14/08,9/17/08,55,38,4.9,2.1,Live Phone,Registered Voters
NY,SurveyUSA,668.00,9/22/08,9/25/08,57,38,3.5,1.5,Live Phone,Registered Voters
NY,Siena College,631.00,9/29/08,10/2/08,58,36,4.2,1.8,Live Phone,Registered Voters
NY,SurveyUSA,547.00,10/10/08,10/13/08,64,31,3.5,1.5,Live Phone,Registered Voters
NY,Rasmussen,500.00,10/13/08,10/16/08,57,37,4.2,1.8,Live Phone,Registered Voters
NY,Marist,527.00,10/21/08,10/24/08,65,29,4.2,1.8,Live Phone,Registered Voters
NY,SurveyUSA,633.00,10/26/08,10/29/08,62,33,3.5,1.5,Live Phone,Registered Voters
OH,SurveyUSA,535.00,1/4/08,1/7/08,43,50,4.9,2.1,Live Phone,Registered Voters
OH,Quinnipiac,1748.00,2/11/08,2/14/08,40,42,12.6,5.4,Live Phone,Registered Voters
OH,Rasmussen,500.00,2/14/08,2/17/08,41,42,11.9,5.1,Live Phone,Registered Voters
OH,Rasmussen,500.00,3/10/08,3/13/08,40,46,9.8,4.2,Live Phone,Registered Voters
OH,SurveyUSA,532.00,3/16/08,3/19/08,43,50,4.9,2.1,Live Phone,Registered Voters
OH,Quinnipiac,1238.00,3/30/08,4/2/08,43,42,10.5,4.5,Live Phone,Registered Voters
OH,Quinnipiac,1127.00,4/28/08,5/1/08,42,43,10.5,4.5,Live Phone,Registered Voters
OH,Rasmussen,500.00,5/16/08,5/19/08,44,45,7.7,3.3,Live Phone,Registered Voters
OH,Quinnipiac,1244.00,5/19/08,5/22/08,40,44,11.2,4.8,Live Phone,Registered Voters
OH,Quinnipiac,1396.00,6/15/08,6/18/08,48,42,7,3,Live Phone,Registered Voters
OH,Rasmussen,500.00,6/15/08,6/18/08,43,44,9.1,3.9,Live Phone,Registered Voters
OH,SurveyUSA,580.00,6/24/08,6/27/08,48,46,4.2,1.8,Live Phone,Registered Voters
OH,Rasmussen,500.00,7/19/08,7/22/08,40,46,9.8,4.2,Live Phone,Registered Voters
OH,Quinnipiac,1229.00,7/28/08,7/31/08,46,44,7,3,Live Phone,Registered Voters
OH,Rasmussen,500.00,8/17/08,8/20/08,41,45,9.8,4.2,Live Phone,Registered Voters
OH,Zogby,683.00,8/19/08,8/22/08,41,36,16.1,6.9,Live Phone,Registered Voters
OH,Columbus Dispatch,2102.00,8/22/08,8/25/08,41,42,11.9,5.1,Live Phone,Registered Voters
OH,Quinnipiac,1234.00,8/23/08,8/26/08,44,43,9.1,3.9,Live Phone,Registered Voters
OH,CNN/Time,685.00,8/30/08,9/2/08,47,45,5.6,2.4,Live Phone,Registered Voters
OH,FOX/Rasmussen,500.00,9/5/08,9/8/08,44,51,3.5,1.5,Live Phone,Registered Voters
OH,Quinnipiac,1367.00,9/8/08,9/11/08,49,44,4.9,2.1,Live Phone,Registered Voters
OH,Strategic Vision,1200.00,9/9/08,9/12/08,44,48,5.6,2.4,Live Phone,Registered Voters
OH,Univ. of Cincinnati,747.00,9/9/08,9/12/08,44,48,5.6,2.4,Live Phone,Registered Voters
OH,FOX/Rasmussen,500.00,9/12/08,9/15/08,45,48,4.9,2.1,Live Phone,Registered Voters
OH,Suffolk University,600.00,9/12/08,9/15/08,42,46,8.4,3.6,Live Phone,Registered Voters
OH,SurveyUSA,692.00,9/12/08,9/15/08,45,49,4.2,1.8,Live Phone,Registered Voters
OH,Public Policy,1077.00,9/13/08,9/16/08,44,48,5.6,2.4,Live Phone,Registered Voters
OH,American Research,600.00,9/14/08,9/17/08,44,50,4.2,1.8,Live Phone,Registered Voters
OH,CNN/Time,913.00,9/14/08,9/17/08,49,47,2.8,1.2,Live Phone,Registered Voters
OH,Big Ten Battleground,600.00,9/15/08,9/18/08,46,45,6.3,2.7,Live Phone,Registered Voters
OH,FOX/Rasmussen,500.00,9/19/08,9/22/08,46,50,2.8,1.2,Live Phone,Registered Voters
OH,Rasmussen,500.00,9/22/08,9/25/08,46,47,4.9,2.1,Live Phone,Registered Voters
OH,FOX/Rasmussen,500.00,9/26/08,9/29/08,46,47,4.9,2.1,Live Phone,Registered Voters
OH,SurveyUSA,693.00,9/27/08,9/30/08,48,49,2.1,0.9,Live Phone,Registered Voters
OH,Quinnipiac,825.00,9/28/08,10/1/08,50,42,5.6,2.4,Live Phone,Registered Voters
OH,Columbus Dispatch,2262.00,10/2/08,10/5/08,49,42,6.3,2.7,Live Phone,Registered Voters
OH,FOX/Rasmussen,1000.00,10/2/08,10/5/08,47,48,3.5,1.5,Live Phone,Registered Voters
OH,ABC News/Wash. Post,772.00,10/3/08,10/6/08,51,45,2.8,1.2,Live Phone,Registered Voters
OH,CNN/Time,749.00,10/4/08,10/7/08,50,47,2.1,0.9,Live Phone,Registered Voters
OH,Public Policy,1239.00,10/4/08,10/7/08,49,43,5.6,2.4,Live Phone,Registered Voters
OH,American Research,600.00,10/6/08,10/9/08,48,45,4.9,2.1,Live Phone,Registered Voters
OH,Strategic Vision,1200.00,10/7/08,10/10/08,48,46,4.2,1.8,Live Phone,Registered Voters
OH,FOX/Rasmussen,1000.00,10/9/08,10/12/08,49,47,2.8,1.2,Live Phone,Registered Voters
OH,SurveyUSA,575.00,10/11/08,10/14/08,50,45,3.5,1.5,Live Phone,Registered Voters
OH,Rasmussen,500.00,10/13/08,10/16/08,49,49,1.4,0.6,Live Phone,Registered Voters
OH,FOX/Rasmussen,1000.00,10/16/08,10/19/08,47,49,2.8,1.2,Live Phone,Registered Voters
OH,Mason-Dixon,625.00,10/16/08,10/19/08,45,46,6.3,2.7,Live Phone,Registered Voters
OH,Suffolk Univ.,600.00,10/17/08,10/20/08,51,42,4.9,2.1,Live Phone,Registered Voters
OH,CNN/Time,737.00,10/19/08,10/22/08,50,46,2.8,1.2,Live Phone,Registered Voters
OH,Big Ten Battleground,564.00,10/20/08,10/23/08,53,41,4.2,1.8,Live Phone,Registered Voters
OH,Public Policy,993.00,10/20/08,10/23/08,51,44,3.5,1.5,Live Phone,Registered Voters
OH,Quinnipiac,1360.00,10/20/08,10/23/08,52,38,7,3,Live Phone,Registered Voters
OH,Strategic Vision,1200.00,10/21/08,10/24/08,45,48,4.9,2.1,Live Phone,Registered Voters
OH,FOX/Rasmussen,1000.00,10/23/08,10/26/08,49,45,4.2,1.8,Live Phone,Registered Voters
OH,Reuters/Zogby,600.00,10/24/08,10/27/08,50,45,3.5,1.5,Live Phone,Registered Voters
OH,SurveyUSA,648.00,10/25/08,10/28/08,49,45,4.2,1.8,Live Phone,Registered Voters
OH,AP-GfK Battleground,789.00,10/26/08,10/29/08,48,41,7.7,3.3,Live Phone,Registered Voters
OH,LA Times/Bloomberg,816.00,10/26/08,10/29/08,49,40,7.7,3.3,Live Phone,Registered Voters
OH,Marist,661.00,10/26/08,10/29/08,48,45,4.9,2.1,Live Phone,Registered Voters
OH,Quinnipiac,1425.00,10/26/08,10/29/08,51,42,4.9,2.1,Live Phone,Registered Voters
OH,CNN/Time,779.00,10/27/08,10/30/08,51,47,1.4,0.6,Live Phone,Registered Voters
OH,FOX/Rasmussen,1000.00,10/30/08,11/2/08,49,49,1.4,0.6,Live Phone,Registered Voters
OH,Mason-Dixon,625.00,10/30/08,11/2/08,45,47,5.6,2.4,Live Phone,Registered Voters
OH,Public Policy,1208.00,10/31/08,11/3/08,50,48,1.4,0.6,Live Phone,Registered Voters
OH,Quinnipiac,1574.00,10/31/08,11/3/08,50,43,4.9,2.1,Live Phone,Registered Voters
OH,Reuters/Zogby,605.00,10/31/08,11/3/08,50,44,4.2,1.8,Live Phone,Registered Voters
OH,Strategic Vision,1200.00,10/31/08,11/3/08,46,48,4.2,1.8,Live Phone,Registered Voters
OH,SurveyUSA,660.00,10/31/08,11/3/08,48,46,4.2,1.8,Live Phone,Registered Voters
OK,SurveyUSA,600.00,3/3/08,3/6/08,34,57,6.3,2.7,Live Phone,Registered Voters
OK,SurveyUSA,652.00,9/5/08,9/8/08,32,65,2.1,0.9,Live Phone,Registered Voters
OK,Rasmussen,500.00,9/9/08,9/12/08,32,63,3.5,1.5,Live Phone,Registered Voters
OK,American Research,600.00,9/16/08,9/19/08,34,61,3.5,1.5,Live Phone,Registered Voters
OK,SurveyUSA,656.00,9/27/08,9/30/08,34,64,1.4,0.6,Live Phone,Registered Voters
OK,SurveyUSA,561.00,10/17/08,10/20/08,35,59,4.2,1.8,Live Phone,Registered Voters
OK,SurveyUSA,594.00,10/27/08,10/30/08,34,63,2.1,0.9,Live Phone,Registered Voters
OR,SurveyUSA,544.00,1/11/08,1/14/08,47,47,4.2,1.8,Live Phone,Registered Voters
OR,Rasmussen,500.00,2/10/08,2/13/08,49,40,7.7,3.3,Live Phone,Registered Voters
OR,SurveyUSA,544.00,2/19/08,2/22/08,48,47,3.5,1.5,Live Phone,Registered Voters
OR,SurveyUSA,524.00,3/17/08,3/20/08,50,41,6.3,2.7,Live Phone,Registered Voters
OR,SurveyUSA,543.00,4/14/08,4/17/08,51,42,4.9,2.1,Live Phone,Registered Voters
OR,Rasmussen,500.00,4/22/08,4/25/08,51,39,7,3,Live Phone,Registered Voters
OR,Rasmussen,500.00,5/7/08,5/10/08,52,38,7,3,Live Phone,Registered Voters
OR,Rasmussen,500.00,6/10/08,6/13/08,46,38,11.2,4.8,Live Phone,Registered Voters
OR,Survey USA,547.00,6/19/08,6/22/08,48,45,4.9,2.1,Live Phone,Registered Voters
OR,Rasmussen,500.00,7/13/08,7/16/08,46,39,10.5,4.5,Live Phone,Registered Voters
OR,Survey USA,629.00,8/3/08,8/6/08,48,45,4.9,2.1,Live Phone,Registered Voters
OR,Rasmussen,500.00,8/8/08,8/11/08,47,37,11.2,4.8,Live Phone,Registered Voters
OR,Rasmussen,700.00,9/14/08,9/17/08,51,47,1.4,0.6,Live Phone,Registered Voters
OR,Portland Tribune,500.00,9/16/08,9/19/08,48,38,9.8,4.2,Live Phone,Registered Voters
OR,American Research,600.00,9/20/08,9/23/08,52,41,4.9,2.1,Live Phone,Registered Voters
OR,SurveyUSA,708.00,9/21/08,9/24/08,52,41,4.9,2.1,Live Phone,Registered Voters
OR,Rasmussen,700.00,10/7/08,10/10/08,54,43,2.1,0.9,Live Phone,Registered Voters
OR,SurveyUSA,584.00,10/10/08,10/13/08,57,40,2.1,0.9,Live Phone,Registered Voters
OR,Rasmussen,500.00,10/13/08,10/16/08,54,41,3.5,1.5,Live Phone,Registered Voters
OR,SurveyUSA,672.00,10/24/08,10/27/08,57,38,3.5,1.5,Live Phone,Registered Voters
OR,Public Policy,1424.00,10/28/08,10/31/08,57,42,0.7,0.3,Live Phone,Registered Voters
OR,Rasmussen,500.00,10/29/08,11/1/08,54,42,2.8,1.2,Live Phone,Registered Voters
PA,Quinnipiac,1419.00,2/11/08,2/14/08,42,41,11.9,5.1,Live Phone,Registered Voters
PA,Rasmussen,500.00,3/7/08,3/10/08,43,44,9.1,3.9,Live Phone,Registered Voters
PA,Quinnipiac,3484.00,3/30/08,4/2/08,43,39,12.6,5.4,Live Phone,Registered Voters
PA,Quinnipiac,1494.00,4/28/08,5/1/08,47,38,10.5,4.5,Live Phone,Registered Voters
PA,SurveyUSA,600.00,5/17/08,5/20/08,48,40,8.4,3.6,Live Phone,Registered Voters
PA,Quinnipiac,1667.00,5/19/08,5/22/08,46,40,9.8,4.2,Live Phone,Registered Voters
PA,Quinnipiac,1511.00,6/15/08,6/18/08,52,40,5.6,2.4,Live Phone,Registered Voters
PA,Rasmussen,500.00,6/20/08,6/23/08,46,42,8.4,3.6,Live Phone,Registered Voters
PA,Rasmussen,500.00,7/21/08,7/24/08,47,42,7.7,3.3,Live Phone,Registered Voters
PA,Strategic Vision,1200.00,7/24/08,7/27/08,49,40,7.7,3.3,Live Phone,Registered Voters
PA,Quinnipiac,1317.00,7/28/08,7/31/08,49,42,6.3,2.7,Live Phone,Registered Voters
PA,Franklin & Marshall,641.00,8/7/08,8/10/08,44,36,14,6,Live Phone,Registered Voters
PA,Susquehanna,799.00,8/11/08,8/14/08,46,41,9.1,3.9,Live Phone,Registered Voters
PA,Rasmussen,500.00,8/18/08,8/21/08,47,42,7.7,3.3,Live Phone,Registered Voters
PA,Zogby,557.00,8/19/08,8/22/08,46,37,11.9,5.1,Live Phone,Registered Voters
PA,Quinnipiac,1234.00,8/23/08,8/26/08,49,42,6.3,2.7,Live Phone,Registered Voters
PA,FOX/Rasmussen,500.00,9/5/08,9/8/08,47,45,5.6,2.4,Live Phone,Registered Voters
PA,Strategic Vision,1200.00,9/7/08,9/10/08,47,45,5.6,2.4,Live Phone,Registered Voters
PA,Quinnipiac,1001.00,9/8/08,9/11/08,48,45,4.9,2.1,Live Phone,Registered Voters
PA,FOX/Rasmussen,500.00,9/12/08,9/15/08,47,47,4.2,1.8,Live Phone,Registered Voters
PA,Big Ten Battleground,600.00,9/15/08,9/18/08,45,45,7,3,Live Phone,Registered Voters
PA,FOX/Rasmussen,500.00,9/19/08,9/22/08,48,45,4.9,2.1,Live Phone,Registered Voters
PA,American Research,600.00,9/20/08,9/23/08,50,46,2.8,1.2,Live Phone,Registered Voters
PA,CNN/Time,730.00,9/21/08,9/24/08,53,44,2.1,0.9,Live Phone,Registered Voters
PA,Strategic Vision,1200.00,9/21/08,9/24/08,47,46,4.9,2.1,Live Phone,Registered Voters
PA,Rasmussen,500.00,9/22/08,9/25/08,49,45,4.2,1.8,Live Phone,Registered Voters
PA,SurveyUSA,1094.00,9/22/08,9/25/08,50,44,4.2,1.8,Live Phone,Registered Voters
PA,Muhlenberg College,577.00,9/23/08,9/26/08,47,43,7,3,Live Phone,Registered Voters
PA,FOX/Rasmussen,500.00,9/26/08,9/29/08,50,42,5.6,2.4,Live Phone,Registered Voters
PA,Quinnipiac,832.00,9/28/08,10/1/08,54,39,4.9,2.1,Live Phone,Registered Voters
PA,Rasmussen,700.00,10/4/08,10/7/08,54,41,3.5,1.5,Live Phone,Registered Voters
PA,SurveyUSA,653.00,10/4/08,10/7/08,55,40,3.5,1.5,Live Phone,Registered Voters
PA,Strategic Vision,1200.00,10/6/08,10/9/08,54,40,4.2,1.8,Live Phone,Registered Voters
